Product Handle,Product Title,Product Collection Id,Product Collection Title,Product Type Id,Product Type Value,Product Tag 1,Product Tag 2,Parent Category Id,Parent Category Name,Parent Category Handle,Category Id,Category Name,Category Handle
basketball-3v3-tournament,Basketball 3v3 Tournament,pcol_selfkart_ticket_live-entertainment,Live Entertainment,ptyp_selfkart_ticket_music-festivals,Music Festivals,ticket-live-entertainment,digital-ticket,pcat_selfkart_ticket_live-entertainment,Live Entertainment,tickets-live-entertainment,pcat_selfkart_ticket_live-entertainment_music-festivals,Music Festivals,tickets-live-entertainment-music-festivals
cycling-grand-prix,Cycling Grand Prix,pcol_selfkart_ticket_events,Events,ptyp_selfkart_ticket_events,Events,ticket-events,digital-ticket,pcat_selfkart_ticket_events,Events,tickets-events,pcat_selfkart_ticket_events_events,Events,tickets-events-events
swimming-gala-openwater,Swimming Gala — Open Water,pcol_selfkart_ticket_events,Events,ptyp_selfkart_ticket_events,Events,ticket-events,digital-ticket,pcat_selfkart_ticket_events,Events,tickets-events,pcat_selfkart_ticket_events_events,Events,tickets-events-events
martial-arts-grand-prix,Martial Arts Grand Prix,pcol_selfkart_ticket_arts-experiences,Arts Experiences,ptyp_selfkart_ticket_art-culture,Art Culture,ticket-arts-experiences,digital-ticket,pcat_selfkart_ticket_arts-experiences,Arts Experiences,tickets-arts-experiences,pcat_selfkart_ticket_arts-experiences_art-culture,Art Culture,tickets-arts-experiences-art-culture
football-skills-academy,Football Skills Academy,pcol_selfkart_ticket_sports-fitness,Sports Fitness,ptyp_selfkart_ticket_sports-matches,Sports Matches,ticket-sports-fitness,digital-ticket,pcat_selfkart_ticket_sports-fitness,Sports Fitness,tickets-sports-fitness,pcat_selfkart_ticket_sports-fitness_sports-matches,Sports Matches,tickets-sports-fitness-sports-matches
tennis-invitational-weekend,Tennis Invitational Weekend,pcol_selfkart_ticket_arts-experiences,Arts Experiences,ptyp_selfkart_ticket_local-experiences,Local Experiences,ticket-arts-experiences,digital-ticket,pcat_selfkart_ticket_arts-experiences,Arts Experiences,tickets-arts-experiences,pcat_selfkart_ticket_arts-experiences_local-experiences,Local Experiences,tickets-arts-experiences-local-experiences
esports-lan-tournament,eSports LAN Tournament,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_local-experiences,Local Experiences,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_local-experiences,Local Experiences,tickets-conferences-workshops-local-experiences
modern-art-gallery-opening,Modern Art Gallery Opening,pcol_selfkart_ticket_arts-experiences,Arts Experiences,ptyp_selfkart_ticket_art-culture,Art Culture,ticket-arts-experiences,digital-ticket,pcat_selfkart_ticket_arts-experiences,Arts Experiences,tickets-arts-experiences,pcat_selfkart_ticket_arts-experiences_art-culture,Art Culture,tickets-arts-experiences-art-culture
street-photography-walk,Street Photography Walk,pcol_selfkart_ticket_arts-experiences,Arts Experiences,ptyp_selfkart_ticket_local-experiences,Local Experiences,ticket-arts-experiences,digital-ticket,pcat_selfkart_ticket_arts-experiences,Arts Experiences,tickets-arts-experiences,pcat_selfkart_ticket_arts-experiences_local-experiences,Local Experiences,tickets-arts-experiences-local-experiences
indie-film-screening-series,Film Screening Series — Indie Cinema,pcol_selfkart_ticket_live-entertainment,Live Entertainment,ptyp_selfkart_ticket_music-festivals,Music Festivals,ticket-live-entertainment,digital-ticket,pcat_selfkart_ticket_live-entertainment,Live Entertainment,tickets-live-entertainment,pcat_selfkart_ticket_live-entertainment_music-festivals,Music Festivals,tickets-live-entertainment-music-festivals
creative-writing-workshop,Creative Writing Workshop,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_workshops,Workshops,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_workshops,Workshops,tickets-conferences-workshops-workshops
improv-comedy-night,Improv Comedy Night,pcol_selfkart_ticket_live-entertainment,Live Entertainment,ptyp_selfkart_ticket_comedy,Comedy,ticket-live-entertainment,digital-ticket,pcat_selfkart_ticket_live-entertainment,Live Entertainment,tickets-live-entertainment,pcat_selfkart_ticket_live-entertainment_comedy,Comedy,tickets-live-entertainment-comedy
standup-comedy-showcase,Stand-up Comedy Showcase,pcol_selfkart_ticket_live-entertainment,Live Entertainment,ptyp_selfkart_ticket_comedy,Comedy,ticket-live-entertainment,digital-ticket,pcat_selfkart_ticket_live-entertainment,Live Entertainment,tickets-live-entertainment,pcat_selfkart_ticket_live-entertainment_comedy,Comedy,tickets-live-entertainment-comedy
poetry-slam-finals,Poetry Slam Finals,pcol_selfkart_ticket_events,Events,ptyp_selfkart_ticket_events,Events,ticket-events,digital-ticket,pcat_selfkart_ticket_events,Events,tickets-events,pcat_selfkart_ticket_events_events,Events,tickets-events-events
theatre-premiere-night,Theatre Premiere Night,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_local-experiences,Local Experiences,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_local-experiences,Local Experiences,tickets-conferences-workshops-local-experiences
dance-battle-championship,Dance Battle Championship,pcol_selfkart_ticket_events,Events,ptyp_selfkart_ticket_events,Events,ticket-events,digital-ticket,pcat_selfkart_ticket_events,Events,tickets-events,pcat_selfkart_ticket_events_events,Events,tickets-events-events
photography-masterclass,Photography Masterclass,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_workshops,Workshops,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_workshops,Workshops,tickets-conferences-workshops-workshops
wine-tasting-evening,Wine Tasting Evening,pcol_selfkart_ticket_arts-experiences,Arts Experiences,ptyp_selfkart_ticket_food-drink,Food Drink,ticket-arts-experiences,digital-ticket,pcat_selfkart_ticket_arts-experiences,Arts Experiences,tickets-arts-experiences,pcat_selfkart_ticket_arts-experiences_food-drink,Food Drink,tickets-arts-experiences-food-drink
craft-beer-festival,Craft Beer Festival,pcol_selfkart_ticket_live-entertainment,Live Entertainment,ptyp_selfkart_ticket_music-festivals,Music Festivals,ticket-live-entertainment,digital-ticket,pcat_selfkart_ticket_live-entertainment,Live Entertainment,tickets-live-entertainment,pcat_selfkart_ticket_live-entertainment_music-festivals,Music Festivals,tickets-live-entertainment-music-festivals
sushi-making-masterclass,Sushi Making Masterclass,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_workshops,Workshops,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_workshops,Workshops,tickets-conferences-workshops-workshops
vegan-food-fair,Vegan Food Fair,pcol_selfkart_ticket_live-entertainment,Live Entertainment,ptyp_selfkart_ticket_music-festivals,Music Festivals,ticket-live-entertainment,digital-ticket,pcat_selfkart_ticket_live-entertainment,Live Entertainment,tickets-live-entertainment,pcat_selfkart_ticket_live-entertainment_music-festivals,Music Festivals,tickets-live-entertainment-music-festivals
coffee-cupping-session,Coffee Cupping Session,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_workshops,Workshops,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_workshops,Workshops,tickets-conferences-workshops-workshops
bbq-pitmaster-competition,BBQ Pitmaster Competition,pcol_selfkart_ticket_events,Events,ptyp_selfkart_ticket_events,Events,ticket-events,digital-ticket,pcat_selfkart_ticket_events,Events,tickets-events,pcat_selfkart_ticket_events_events,Events,tickets-events-events
mixology-workshop,Mixology Workshop,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_workshops,Workshops,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_workshops,Workshops,tickets-conferences-workshops-workshops
farm-to-table-dinner-series,Farm-to-Table Dinner Series,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_food-drink,Food Drink,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_food-drink,Food Drink,tickets-conferences-workshops-food-drink
spice-route-food-walk,Spice Route Food Walk,pcol_selfkart_ticket_arts-experiences,Arts Experiences,ptyp_selfkart_ticket_food-drink,Food Drink,ticket-arts-experiences,digital-ticket,pcat_selfkart_ticket_arts-experiences,Arts Experiences,tickets-arts-experiences,pcat_selfkart_ticket_arts-experiences_food-drink,Food Drink,tickets-arts-experiences-food-drink
bakers-pastry-class,Baker's Dozen Pastry Class,pcol_selfkart_ticket_conferences-workshops,Conferences Workshops,ptyp_selfkart_ticket_workshops,Workshops,ticket-conferences-workshops,digital-ticket,pcat_selfkart_ticket_conferences-workshops,Conferences Workshops,tickets-conferences-workshops,pcat_selfkart_ticket_conferences-workshops_workshops,Workshops,tickets-conferences-workshops-workshops
